id,category,name,price
7825,Music,Fresh Sausages,23.35
7826,Toys,Fantastic Cotton Shoes,2022.62
7827,Baby,Concrete Bike,165.75
7828,Games,Fish,2226.17
7829,Books,Cotton Table,2050.95
7830,Beauty,Intelligent Pizza,2410.48
7831,Kids,Soft Pizza,108.36
7832,Toys,Chips,1619.32
7833,Outdoors,Intelligent Granite Cheese,516.58
7834,Books,Generic Gloves,2107.85
7835,Shoes,Fresh Chicken,431.09
7836,Outdoors,Plastic Table,1556.03
7837,Grocery,Tasty Concrete Car,1051.12
7838,Computers,Frozen Mouse,1309.2
7839,Grocery,Handmade Soft Salad,331.75
7840,Electronics,Steel Towels,729.86
7841,Garden,Salad,2420.95
7842,Grocery,Gorgeous Plastic Chips,85.3
7843,Home,Incredible Cotton Table,1477.85
7844,Health,Cotton Towels,2286.93
7845,Toys,Steel Table,842.42
7846,Shoes,Ergonomic Wooden Mouse,336.38
7847,Computers,Concrete Salad,1399.77
7848,Movies,Intelligent Cotton Shirt,320.59
7849,Toys,Gently Used Sausages,762.41
7850,Jewelery,Concrete Chicken,1777.24
7851,Sports,Tuna,1857.4
7852,Beauty,Chair,1133.15
7853,Baby,Fresh Salad,1918.09
7854,Jewelery,Computer,2175.15
7855,Electronics,Wooden Bike,1259.08
7856,Books,Incredible Chair,1943.72
7857,Tools,Refined Salad,1068.75
7858,Grocery,New Shoes,1624.43
7859,Toys,Intelligent Bacon,976.42
7860,Baby,Small Frozen Cheese,1322.1
7861,Garden,Awesome Soft Bike,475.98
7862,Industrial,Keyboard,2300.17
7863,Beauty,Incredible Plastic Bacon,716.66
7864,Outdoors,Soft Fish,1502.92
7865,Beauty,Intelligent Towels,2304.02
7866,Toys,Intelligent Salad,567.03
7867,Tools,Practical Soft Car,489.31
7868,Computers,Gorgeous Bike,1675.51
7869,Grocery,Fresh Soap,586.21
7870,Games,New Bacon,1953.21
7871,Books,Wooden Shirt,229.28
7872,Outdoors,Handcrafted Metal Ball,410.25
7873,Tools,Handmade Table,1756.51
7874,Computers,Towels,2480.69
7875,Toys,Handmade Soft Ball,1510.96
7876,Books,Refined Fresh Chicken,1305.73
7877,Computers,Generic Sausages,155.43
7878,Automotive,Tasty Fish,714.13
7879,Automotive,Concrete Bike,423.82
7880,Movies,Keyboard,2413.28
7881,Games,Small Concrete Soap,674.68
7882,Games,Ergonomic Hat,884.29
7883,Clothing,Pants,1618.38
7884,Beauty,Wooden Shirt,2216.32
7885,Clothing,Pants,1549.71
7886,Baby,Used Salad,724.62
7887,Beauty,Tasty Frozen Bacon,109.97
7888,Electronics,Handmade Wooden Mouse,2243.16
7889,Toys,Gorgeous Mouse,593.81
7890,Home,Computer,866.58
7891,Computers,Used Computer,1002.03
7892,Computers,Rustic Computer,1041.81
7893,Electronics,Ergonomic Plastic Pizza,2044.27
7894,Jewelery,Plastic Fish,1828.24
7895,Clothing,Concrete Salad,172.94
7896,Books,Fantastic Wooden Sausages,858.16
7897,Kids,Pizza,1017.52
7898,Toys,Licensed Granite Tuna,42.27
7899,Home,Car,75.17
7900,Computers,Bike,1199.4
7901,Grocery,Refined Fresh Salad,971.67
7902,Automotive,Fantastic Plastic Chair,540.41
7903,Outdoors,Small Ball,1974.49
7904,Music,Rubber Chair,719.08
7905,Home,Fantastic Chair,2472.63
7906,Music,Used Gloves,1136.65
7907,Home,Used Mouse,829.75
7908,Kids,Fish,644.06
7909,Movies,Fresh Car,1233.61
7910,Home,Bike,2350.36
7911,Tools,Shirt,715.55
7912,Garden,Fresh Chicken,1494.95
7913,Outdoors,Soap,869.67
7914,Beauty,Hat,1129.64
7915,Sports,Licensed Granite Cheese,635.32
7916,Books,Steel Chair,1145.61
7917,Movies,Chicken,1622.85
7918,Beauty,Ergonomic Cotton Bacon,1132.22
7919,Toys,Incredible Plastic Car,1618.5
7920,Baby,Generic Steel Car,395.18
7921,Clothing,Shirt,1145.85
7922,Jewelery,Frozen Soap,2376.4
7923,Outdoors,Cheese,2268.42
7924,Clothing,Concrete Gloves,1543.16
7925,Jewelery,Unbranded Wooden Mouse,2075.11
7926,Kids,Metal Pants,967.27
7927,Jewelery,Metal Computer,2140.16
7928,Movies,Generic Metal Bike,741.73
7929,Garden,For repair Concrete Chips,1062.38
7930,Jewelery,Salad,587.24
7931,Computers,Wooden Cheese,1340.66
7932,Health,Gorgeous Cotton Pizza,2095.49
7933,Outdoors,Towels,84.7
7934,Automotive,Fresh Sausages,388.02
7935,Music,Gently Used Chair,749.25
7936,Kids,Sleek Steel Hat,2291.48
7937,Jewelery,Shirt,219.05
7938,Electronics,Unbranded Table,167.95
7939,Computers,Bacon,1394.05
7940,Garden,Sleek Car,762.55
7941,Outdoors,Gloves,1451.33
7942,Electronics,Ergonomic Chair,494.9
7943,Computers,Car,324.12
7944,Sports,Incredible Frozen Gloves,1349.76
7945,Garden,Incredible Concrete Hat,2294.28
7946,Shoes,Practical Shoes,1631.42
7947,Health,Gently Used Gloves,77.05
7948,Industrial,Mouse,109.96
7949,Clothing,Ball,1835.25
7950,Industrial,Gloves,1544.49
7951,Health,Incredible Granite Cheese,106.07
7952,Sports,Bacon,1977.51
7953,Tools,Wooden Shoes,1474.51
7954,Outdoors,Gloves,2479.57
7955,Music,Licensed Mouse,1200.8
7956,Movies,Fresh Shirt,1354.42
7957,Garden,Granite Shirt,768.51
7958,Shoes,Intelligent Bike,423.71
7959,Shoes,Gloves,2265.6
7960,Kids,Licensed Rubber Bacon,139.11
7961,Baby,Ball,1035.35
7962,Jewelery,Soft Gloves,377.73
7963,Games,Tasty Mouse,411.35
7964,Toys,Bacon,713.2
7965,Electronics,Sausages,1657.4
7966,Jewelery,Granite Computer,1618.16
7967,Movies,New Chair,2150.81
7968,Home,Computer,757.16
7969,Games,Rubber Hat,2352.76
7970,Grocery,Incredible Bike,1743.57
7971,Toys,Ergonomic Fresh Towels,1363.46
7972,Tools,Hat,1638.7
7973,Books,Gently Used Concrete Shirt,2332.82
7974,Clothing,Licensed Granite Cheese,2118.44
7975,Kids,Shoes,1173.31
7976,Music,Fantastic Gloves,1083.13
7977,Beauty,Intelligent Gloves,1192.76
7978,Automotive,Handmade Ball,69.65
7979,Beauty,Intelligent Keyboard,1239.84
7980,Kids,Salad,872.45
7981,Beauty,Towels,1467.6
7982,Games,Chips,2084.65
7983,Tools,Refined Shoes,1920.25
7984,Jewelery,Fish,2432.51
7985,Garden,Mouse,2269.78
7986,Grocery,Soap,1594.18
7987,Music,Pizza,1181.07
7988,Clothing,Pants,443.32
7989,Outdoors,Gently Used Plastic Tuna,1420.14
7990,Automotive,For repair Steel Chips,2273.28
7991,Beauty,Handmade Car,1295.17
7992,Tools,Steel Computer,178.59
7993,Kids,Soap,1705.0
7994,Games,Sleek Fish,758.78
7995,Outdoors,Practical Plastic Mouse,2399.39
7996,Automotive,Wooden Shoes,2009.6
7997,Kids,Incredible Rubber Computer,611.28
7998,Kids,Gorgeous Wooden Pizza,1769.93
7999,Kids,Handcrafted Table,603.42
8000,Sports,Used Ball,2372.03
8001,Kids,Awesome Rubber Sausages,2047.24
8002,Home,Incredible Sausages,1677.54
8003,Beauty,Licensed Car,1752.17
8004,Kids,Unbranded Plastic Pants,1572.96
8005,Kids,Incredible Fresh Sausages,1276.97
8006,Baby,Unbranded Concrete Hat,478.05
8007,Toys,Fantastic Hat,1250.26
8008,Outdoors,Unbranded Steel Tuna,359.74
8009,Books,Steel Salad,1171.82
8010,Books,Metal Chicken,1549.21
8011,Industrial,For repair Wooden Cheese,2331.8
8012,Home,Granite Soap,1310.77
8013,Electronics,Chips,200.28
8014,Kids,Fantastic Cotton Gloves,1033.97
8015,Movies,Cotton Keyboard,172.9
8016,Tools,Wooden Shirt,1545.72
8017,Garden,Fantastic Bike,1399.39
8018,Automotive,Chair,1225.17
8019,Grocery,Frozen Chicken,220.45
8020,Books,Awesome Fresh Chicken,2268.54
8021,Jewelery,Licensed Concrete Salad,990.97
8022,Beauty,Ball,1021.25
8023,Home,Gorgeous Granite Pizza,818.06
8024,Sports,Pizza,286.15
8025,Electronics,Bike,121.75
8026,Beauty,Unbranded Concrete Mouse,133.13
8027,Baby,Fresh Chicken,1433.16
8028,Sports,For repair Fish,479.76
8029,Electronics,Metal Computer,1309.83
8030,Movies,Awesome Steel Shirt,1450.48
8031,Tools,Salad,2473.9
8032,Outdoors,Hat,1820.67
8033,Baby,Cotton Tuna,853.06
8034,Tools,Awesome Granite Mouse,561.94
8035,Baby,Cheese,1894.5
8036,Sports,Gorgeous Salad,1684.25
8037,Computers,Pizza,276.32
8038,Electronics,Ergonomic Fish,1715.9
8039,Jewelery,Practical Chicken,203.45
8040,Outdoors,Frozen Chips,1571.08
8041,Clothing,Refined Wooden Gloves,1487.03
8042,Books,Metal Sausages,2363.68
8043,Beauty,Awesome Concrete Fish,1717.24
8044,Beauty,Tuna,2036.14
8045,Games,Pizza,1814.54
8046,Beauty,Fresh Shirt,41.16
8047,Books,Generic Sausages,1632.3
8048,Books,Generic Rubber Fish,1976.48
8049,Tools,Soap,685.66
8050,Grocery,Metal Fish,597.22
8051,Tools,Awesome Pants,646.59
8052,Health,Generic Mouse,816.49
8053,Movies,Fresh Chips,759.01
8054,Computers,Chicken,311.13
8055,Books,Generic Soft Shirt,944.77
8056,Garden,Refined Car,1519.29
8057,Automotive,Used Wooden Salad,1334.15
8058,Kids,Tasty Wooden Pizza,435.07
8059,Baby,Plastic Chair,241.44
8060,Home,Salad,1944.24
8061,Beauty,Concrete Table,704.65
8062,Games,Computer,487.52
8063,Baby,Handcrafted Car,800.96
8064,Automotive,Cotton Computer,220.46
8065,Sports,Pants,2172.19
8066,Automotive,Chips,1932.8
8067,Tools,Shirt,389.25
8068,Kids,Ergonomic Wooden Hat,790.45
8069,Toys,Gorgeous Cotton Pants,1231.67
8070,Garden,Ergonomic Hat,2141.26
8071,Computers,Bike,1514.66
8072,Beauty,Pants,1970.45
8073,Kids,Fresh Car,1978.22
8074,Toys,Concrete Car,1330.16
8075,Movies,Car,1277.38
8076,Garden,Small Cotton Ball,2396.35
8077,Computers,For repair Gloves,1258.65
8078,Automotive,Cotton Ball,1676.54
8079,Clothing,Intelligent Gloves,1866.12
8080,Grocery,Steel Pants,600.59
8081,Games,Tasty Concrete Hat,1555.39
8082,Industrial,Frozen Salad,1991.4
8083,Sports,Salad,2094.5
8084,Home,Frozen Cheese,2463.86
8085,Games,Fresh Pizza,341.59
8086,Tools,Tasty Bike,681.07
8087,Industrial,Fantastic Concrete Computer,911.61
8088,Books,Frozen Fish,1578.33
8089,Shoes,Granite Ball,1369.31
8090,Electronics,Rustic Tuna,2412.02
8091,Computers,Cheese,271.35
8092,Automotive,Intelligent Steel Keyboard,460.62
8093,Toys,Incredible Rubber Salad,392.67
8094,Kids,Intelligent Gloves,228.37
8095,Outdoors,Rustic Computer,2236.04
8096,Industrial,Fantastic Mouse,2470.39
8097,Outdoors,New Bike,685.23
8098,Outdoors,Hat,1867.68
8099,Outdoors,Gorgeous Fresh Ball,1315.76
8100,Clothing,Ergonomic Plastic Soap,2388.9
8101,Automotive,Tasty Pants,143.46
8102,Kids,Frozen Chips,459.49
8103,Shoes,Sleek Bike,420.06
8104,Books,Cotton Pants,1224.03
8105,Beauty,Generic Cheese,2143.46
8106,Grocery,Gloves,591.95
8107,Beauty,Pants,114.21
8108,Kids,Soft Gloves,1349.31
8109,Tools,Gently Used Soft Gloves,8.48
8110,Shoes,Incredible Shirt,492.48
8111,Electronics,New Frozen Pizza,469.07
8112,Health,Plastic Pants,1697.37
8113,Jewelery,Plastic Table,1961.17
8114,Jewelery,Sleek Fresh Bacon,1104.82
8115,Health,Bike,2034.0
8116,Home,Tasty Steel Chicken,664.12
8117,Computers,Soft Table,1994.67
8118,Garden,Fresh Tuna,393.13
8119,Garden,Licensed Fresh Chicken,1948.94
8120,Home,Chicken,1910.09
8121,Home,Licensed Keyboard,1246.69
8122,Tools,Wooden Soap,338.11
8123,Baby,Car,1731.82
8124,Electronics,Handcrafted Towels,647.39
8125,Toys,Licensed Shirt,2221.39
8126,Games,Cotton Shirt,1532.74
8127,Computers,Salad,2426.54
8128,Games,Plastic Shoes,2418.23
8129,Movies,Concrete Mouse,2398.66
8130,Jewelery,Sleek Tuna,2066.3
8131,Tools,Steel Salad,141.73
8132,Sports,Refined Soft Soap,1351.51
8133,Toys,Cotton Gloves,1050.43
8134,Automotive,Wooden Pants,395.81
8135,Sports,Gloves,845.97
8136,Automotive,Salad,1562.13
8137,Beauty,Frozen Table,1706.63
8138,Sports,Unbranded Granite Car,393.15
8139,Books,Ergonomic Concrete Ball,839.97
8140,Books,Soft Salad,697.9
8141,Baby,Chips,2158.64
8142,Clothing,Granite Bacon,698.23
8143,Beauty,Plastic Shoes,1131.24
8144,Electronics,Cotton Sausages,1744.79
8145,Movies,Bacon,2322.25
8146,Books,Fantastic Plastic Chips,1020.94
8147,Garden,For repair Granite Bacon,1005.89
8148,Books,New Concrete Cheese,384.3
8149,Electronics,Tasty Shoes,2162.46
8150,Movies,Fantastic Ball,2248.28
8151,Electronics,Concrete Keyboard,1353.95
8152,Music,Gently Used Frozen Shoes,2391.25
8153,Automotive,Gently Used Chicken,1866.33
8154,Health,Chicken,1117.83
8155,Toys,Gently Used Rubber Mouse,657.16
8156,Grocery,New Soft Hat,1209.94
8157,Sports,Handcrafted Soap,740.09
8158,Books,Fish,1581.66
8159,Industrial,Small Towels,1732.91
8160,Industrial,Small Granite Car,876.31
8161,Sports,Rustic Bacon,2392.92
8162,Baby,Shirt,1835.49
8163,Music,Fresh Towels,1736.74
8164,Books,Fantastic Soap,1623.63
8165,Grocery,Incredible Frozen Bike,644.9
8166,Clothing,Fantastic Fish,2454.23
8167,Automotive,Handmade Steel Pants,1559.54
8168,Outdoors,Gently Used Pizza,979.35
8169,Garden,Steel Chips,2477.4
8170,Beauty,Practical Mouse,1858.18
8171,Garden,Rubber Fish,2241.08
8172,Sports,Unbranded Fresh Car,2027.12
8173,Tools,New Fresh Shoes,1663.05
8174,Health,Shoes,871.29
8175,Clothing,Pizza,2152.5
8176,Grocery,Practical Wooden Pizza,2375.03
8177,Beauty,Granite Shoes,1217.34
8178,Home,Metal Keyboard,1197.54
8179,Games,Gorgeous Sausages,1009.38
8180,Tools,Pants,738.98
8181,Health,Tuna,1838.3
8182,Games,Fish,78.44
8183,Baby,Tuna,142.53
8184,Books,Concrete Bacon,358.2
8185,Shoes,Soft Chicken,143.28
8186,Health,Fantastic Granite Shoes,1488.68
8187,Outdoors,Gorgeous Soft Chair,2454.38
8188,Computers,Fantastic Shirt,1176.03
8189,Home,Chair,960.51
8190,Sports,Metal Chair,1588.87
8191,Clothing,Concrete Pizza,1574.97
8192,Toys,Frozen Car,818.27
8193,Outdoors,Generic Gloves,1671.9
8194,Computers,Ball,703.75
8195,Games,Incredible Concrete Pants,2400.93
8196,Toys,Keyboard,822.75
8197,Tools,Sausages,706.28
8198,Garden,Sleek Concrete Car,2285.21
8199,Computers,Granite Tuna,1984.15
8200,Grocery,Pizza,1571.3
8201,Electronics,Incredible Granite Ball,1386.42
8202,Toys,Unbranded Concrete Chips,1964.19
8203,Computers,Wooden Salad,284.45
8204,Computers,Refined Granite Chair,2192.88
8205,Movies,Unbranded Metal Tuna,1959.68
8206,Automotive,Ball,1208.44
8207,Sports,Unbranded Hat,2330.51
8208,Garden,New Gloves,998.04
8209,Grocery,Sleek Soap,907.71
8210,Kids,Plastic Gloves,869.93
8211,Music,Bacon,1594.21
8212,Beauty,Refined Towels,2314.95
8213,Computers,Licensed Plastic Sausages,247.64
8214,Toys,Soft Chicken,942.77
8215,Outdoors,Practical Pizza,60.17
8216,Kids,Rubber Chicken,252.6
8217,Home,Unbranded Shoes,633.24
8218,Tools,Chair,2249.71
8219,Garden,New Cotton Computer,1799.05
8220,Beauty,Soap,1701.21
8221,Industrial,Ball,2289.1
8222,Outdoors,Plastic Keyboard,2137.72
8223,Beauty,Gorgeous Salad,1463.1
8224,Tools,New Car,1271.53
8225,Clothing,For repair Sausages,2397.53
8226,Sports,Handcrafted Plastic Car,399.43
8227,Industrial,Fresh Hat,904.65
8228,Grocery,Gloves,237.24
8229,Health,Generic Frozen Shoes,1080.98
8230,Beauty,Generic Cheese,2193.53
8231,Computers,Handmade Tuna,2019.29
8232,Beauty,Licensed Fish,440.43
8233,Outdoors,New Shoes,1324.11
8234,Shoes,Metal Chips,1376.85
8235,Toys,Practical Pizza,504.53
8236,Automotive,Soft Towels,1947.07
8237,Clothing,Unbranded Chips,515.14
8238,Health,For repair Granite Gloves,1175.85
8239,Clothing,New Metal Shirt,1039.64
8240,Outdoors,Frozen Cheese,462.22
8241,Health,Fantastic Ball,206.68
8242,Baby,Frozen Ball,2178.19
8243,Shoes,Pants,386.2
8244,Games,Generic Cotton Bacon,2053.64
8245,Health,New Soft Computer,2366.43
8246,Industrial,Sleek Car,2198.23
8247,Industrial,Ergonomic Granite Chicken,238.09
8248,Health,Bacon,844.57
8249,Outdoors,Granite Cheese,859.07
8250,Toys,Used Chicken,1566.58
8251,Jewelery,Cotton Tuna,373.82
8252,Sports,Gorgeous Soap,1893.05
8253,Sports,Tuna,2186.28
8254,Industrial,Handmade Computer,1302.54
8255,Industrial,Fantastic Concrete Computer,697.67
8256,Grocery,Car,1470.43
8257,Music,Intelligent Hat,1113.84
8258,Jewelery,Rubber Computer,2236.26
8259,Games,Fish,889.52
8260,Clothing,Used Metal Soap,1175.74
8261,Grocery,Handmade Wooden Chicken,1216.38
8262,Sports,Fresh Soap,2170.33
8263,Beauty,Hat,1732.85
8264,Electronics,Frozen Chair,938.4
8265,Clothing,Metal Bacon,269.12
8266,Clothing,Intelligent Plastic Gloves,543.78
8267,Automotive,Handcrafted Granite Chips,215.86
8268,Kids,Pants,754.77
8269,Kids,Cotton Pants,697.3
8270,Sports,Ergonomic Tuna,2130.63
8271,Shoes,Sausages,434.04
8272,Garden,Incredible Rubber Chicken,755.54
8273,Automotive,Generic Hat,39.69
8274,Tools,Used Chair,1768.89
8275,Outdoors,Practical Hat,2023.06
8276,Home,Unbranded Fish,1353.71
8277,Electronics,Steel Pizza,1447.0
8278,Shoes,Unbranded Fresh Chicken,1360.49
8279,Garden,Licensed Pizza,1123.88
8280,Clothing,Used Fresh Tuna,1512.29
8281,Jewelery,Refined Metal Pants,1049.52
8282,Sports,Soft Computer,752.62
8283,Clothing,Practical Frozen Car,208.07
8284,Garden,Bike,976.96
8285,Outdoors,Mouse,1994.23
8286,Home,Small Sausages,2220.9
8287,Grocery,Generic Cheese,2208.32
8288,Jewelery,Soft Pants,1594.65
8289,Sports,Fresh Table,907.1
8290,Garden,Refined Plastic Fish,1384.5
8291,Shoes,New Ball,209.75
8292,Sports,Hat,1521.4
8293,Games,Towels,1901.2
8294,Home,Soft Gloves,66.93
8295,Kids,Plastic Towels,2193.47
8296,Electronics,Unbranded Gloves,524.66
8297,Outdoors,Refined Steel Towels,1008.92
8298,Kids,Table,1350.39
8299,Outdoors,Handcrafted Cotton Computer,2000.1
8300,Tools,Ergonomic Frozen Salad,1139.69
8301,Shoes,Keyboard,2090.14
8302,Grocery,Shoes,557.49
8303,Industrial,Fresh Fish,384.76
8304,Shoes,Metal Tuna,1746.07
8305,Outdoors,Gorgeous Wooden Chips,154.31
8306,Baby,Ergonomic Steel Tuna,2338.69
8307,Movies,Incredible Soft Computer,666.15
8308,Grocery,Refined Towels,1115.29
8309,Music,Bike,188.89
8310,Games,Rubber Ball,1230.61
8311,Shoes,Steel Salad,635.49
8312,Beauty,Bike,1399.88
8313,Shoes,Mouse,2125.05
8314,Movies,Rustic Sausages,23.24
8315,Computers,Salad,1759.41
8316,Tools,Rubber Table,1898.75
8317,Shoes,Handmade Plastic Shoes,1406.52
8318,Baby,Steel Soap,1666.37
8319,Computers,For repair Table,1364.74
8320,Grocery,Generic Steel Towels,209.84
8321,Tools,Gorgeous Chair,2095.38
8322,Garden,Car,1005.48
8323,Clothing,Wooden Car,392.42
8324,Industrial,Bacon,2174.78
8325,Home,Concrete Pants,1417.86
8326,Home,Practical Plastic Gloves,2359.45
8327,Computers,Refined Mouse,115.23
8328,Movies,New Fresh Chicken,1289.98
8329,Outdoors,Cheese,2133.33
8330,Health,Rubber Computer,2382.66
8331,Music,Wooden Pants,904.88
8332,Baby,Generic Chair,478.91
8333,Toys,Small Cotton Fish,1626.83
8334,Baby,Computer,2365.84
8335,Sports,Small Tuna,1245.43
8336,Home,Handmade Table,214.2
8337,Baby,Fantastic Cheese,857.91
8338,Grocery,New Chair,872.48
8339,Clothing,Sleek Chair,303.92
8340,Garden,Incredible Shirt,1323.93
8341,Toys,Gloves,846.23
8342,Computers,Metal Bike,816.83
8343,Garden,Frozen Shirt,1241.8
8344,Toys,Plastic Salad,1356.7
8345,Automotive,Granite Fish,545.35
8346,Movies,Tasty Ball,851.18
8347,Clothing,Wooden Pizza,2429.08
8348,Music,Licensed Fresh Soap,1951.83
8349,Games,Keyboard,2002.83
8350,Tools,Mouse,1790.89
8351,Automotive,Computer,18.67
8352,Games,Wooden Cheese,2385.55
8353,Shoes,Tasty Chair,753.42
8354,Computers,Steel Computer,1190.43
8355,Jewelery,Chair,815.79
8356,Industrial,Metal Sausages,1540.66
8357,Books,Shoes,1336.12
8358,Shoes,Licensed Rubber Keyboard,1721.32
8359,Computers,Sausages,1093.66
8360,Movies,Refined Chicken,2115.31
8361,Outdoors,Gently Used Cheese,367.86
8362,Toys,Chicken,2084.03
8363,Grocery,Sausages,1342.32
8364,Toys,Metal Pants,1957.42
8365,Health,Fresh Mouse,1946.82
8366,Games,Refined Hat,81.54
8367,Computers,Licensed Wooden Salad,1542.75
8368,Sports,Practical Plastic Chips,797.45
8369,Electronics,Handcrafted Rubber Chips,1501.89
8370,Jewelery,Generic Fresh Mouse,532.79
8371,Home,Used Metal Pizza,56.21
8372,Garden,Wooden Gloves,575.57
8373,Shoes,Fantastic Soft Table,1353.27
8374,Health,Awesome Concrete Shoes,95.64
8375,Games,Gorgeous Frozen Sausages,1107.18
8376,Beauty,Plastic Ball,1048.1
8377,Industrial,Computer,1134.96
8378,Grocery,Soap,2120.69
8379,Beauty,For repair Rubber Fish,1286.48
8380,Movies,Practical Soft Chair,2014.46
8381,Jewelery,Licensed Frozen Shirt,168.56
8382,Home,Granite Chips,1502.53
8383,Games,For repair Metal Table,854.24
8384,Toys,Fish,167.15
8385,Jewelery,Unbranded Sausages,1409.03
8386,Grocery,Used Granite Bacon,1089.91
8387,Home,Unbranded Soft Ball,1160.71
8388,Automotive,Soft Table,2022.48
8389,Tools,Wooden Table,1527.27
8390,Kids,Fresh Computer,2161.47
8391,Movies,Handmade Metal Chair,2105.25
8392,Outdoors,Fish,742.59
8393,Movies,Incredible Chicken,153.19
8394,Books,Used Concrete Shoes,277.57
8395,Beauty,Concrete Mouse,2134.17
8396,Sports,Pizza,959.82
8397,Clothing,Intelligent Granite Shoes,1480.07
8398,Games,Bacon,2297.29
8399,Music,Chips,969.13
8400,Clothing,Handcrafted Table,1903.46
8401,Computers,Handcrafted Chips,1469.84
8402,Music,Refined Pizza,505.33
8403,Automotive,Frozen Cheese,2462.0
8404,Toys,Chips,1139.78
8405,Baby,Sleek Car,1421.51
8406,Garden,Keyboard,832.87
8407,Toys,Cotton Sausages,577.22
8408,Jewelery,Concrete Towels,1648.08
8409,Toys,Cotton Pizza,1218.33
8410,Outdoors,Granite Bike,1795.39
8411,Games,Gently Used Rubber Shirt,1960.4
8412,Health,Frozen Mouse,755.04
8413,Automotive,Ball,570.74
8414,Clothing,Granite Fish,435.61
8415,Automotive,Chair,212.58
8416,Industrial,Gloves,1979.28
8417,Music,For repair Fresh Cheese,2279.49
8418,Shoes,Chair,1647.67
8419,Electronics,Gently Used Fresh Sausages,66.5
8420,Industrial,Licensed Car,296.55
8421,Movies,Towels,244.66
8422,Movies,Chair,585.43
8423,Computers,Chair,174.62
8424,Outdoors,Sleek Bacon,536.24
8425,Sports,Intelligent Granite Chips,1854.78
8426,Movies,Rustic Bike,988.62
8427,Clothing,Intelligent Soap,774.94
8428,Home,Gorgeous Mouse,1977.49
8429,Health,Ergonomic Cheese,1743.88
8430,Industrial,Gorgeous Bacon,1825.6
8431,Books,Frozen Fish,331.26
8432,Outdoors,Computer,856.21
8433,Industrial,Soft Bacon,989.82
8434,Industrial,Sleek Shirt,2146.1
8435,Sports,Towels,860.89
8436,Industrial,Handcrafted Pants,2428.52
8437,Music,Licensed Cheese,147.59
8438,Computers,Steel Computer,110.74
8439,Electronics,Fresh Hat,2143.07
8440,Health,Concrete Mouse,1651.12
8441,Toys,Chips,1804.71
8442,Grocery,Cotton Table,2045.79
8443,Industrial,Rubber Bacon,1671.37
8444,Jewelery,Incredible Concrete Pants,2146.23
8445,Grocery,Cotton Ball,2279.01
8446,Tools,Awesome Computer,327.84
8447,Tools,Chips,2075.2
8448,Outdoors,Ball,2089.34
8449,Beauty,Car,2354.86
8450,Health,Gently Used Chips,373.18
8451,Shoes,Tuna,2186.24
8452,Baby,Hat,1660.87
8453,Home,Soft Table,2378.69
8454,Beauty,Rubber Fish,2047.32
8455,Toys,Fresh Towels,126.21
8456,Industrial,Small Computer,212.09
8457,Shoes,Granite Table,820.85
8458,Music,Metal Chair,1664.21
8459,Sports,Ergonomic Frozen Salad,1346.5
8460,Jewelery,Handcrafted Fish,415.87
8461,Tools,Computer,1460.91
8462,Kids,Steel Cheese,2399.53
8463,Tools,Tasty Chair,168.51
8464,Kids,Wooden Bike,1299.1
8465,Shoes,Soft Cheese,1211.62
8466,Health,Awesome Wooden Pants,2499.18
8467,Tools,Soft Computer,2377.59
8468,Tools,Chair,2205.55
8469,Tools,Table,123.06
8470,Health,Sausages,2242.23
8471,Baby,Salad,43.79
8472,Computers,Salad,1702.22
8473,Garden,Fantastic Mouse,1843.13
8474,Outdoors,Cheese,1479.94
8475,Baby,Gorgeous Table,2146.85
8476,Grocery,Cheese,1716.17
8477,Baby,Chicken,2223.55
8478,Health,New Plastic Bike,1880.02
8479,Home,Granite Chips,1832.16
8480,Music,Generic Soft Bike,1674.87
8481,Kids,Gently Used Bike,650.09
8482,Outdoors,Refined Cotton Chips,872.06
8483,Baby,Wooden Keyboard,933.46
8484,Beauty,Refined Salad,77.89
8485,Grocery,Intelligent Rubber Computer,1679.89
8486,Outdoors,Awesome Soft Chicken,685.72
8487,Baby,Ball,520.11
8488,Computers,Pizza,673.77
8489,Baby,Ball,2422.98
8490,Games,Shoes,841.58
8491,Jewelery,Cotton Ball,1564.55
8492,Jewelery,Sausages,1085.03
8493,Books,For repair Soft Pizza,550.71
8494,Books,Sleek Cheese,2057.91
8495,Grocery,Bike,1452.16
8496,Shoes,Small Cotton Shoes,567.28
8497,Shoes,Licensed Chicken,1964.41
8498,Clothing,Fantastic Computer,2477.86
8499,Beauty,Car,2374.74
8500,Computers,Rustic Rubber Chips,1806.42
8501,Industrial,Rubber Keyboard,2097.83
8502,Outdoors,Concrete Hat,358.27
8503,Home,Fantastic Pizza,2182.02
8504,Toys,Rubber Shirt,2211.18
8505,Beauty,Keyboard,1906.38
8506,Industrial,Ergonomic Mouse,268.39
8507,Automotive,Incredible Pants,2173.84
8508,Kids,Bacon,43.0
8509,Outdoors,Used Salad,670.01
8510,Music,Ergonomic Wooden Tuna,2157.74
8511,Jewelery,Shoes,1523.71
8512,Outdoors,Concrete Table,2178.77
8513,Games,Ball,2365.77
8514,Automotive,Awesome Fresh Chair,880.35
8515,Tools,For repair Wooden Soap,190.52
8516,Toys,Cotton Pants,2193.07
8517,Games,Refined Ball,2059.17
8518,Books,Granite Hat,2163.56
8519,Electronics,Towels,663.95
8520,Movies,Frozen Towels,2376.9
